TF	TG	Input
Ikzf1	Oprd1	1
Ikzf1	Oprk1	1
Ikzf1	Osr1	1
Ikzf1	Prom1	1
Ikzf1	Rag1	1
Ikzf2	Il2	1
Ikzf2	Rc3h1	1
Ikzf3	Igll1	1
Ikzf3	Myc	1
Il10	Foxc1	1
Il17a	Il1b	1
Il17a	Tnf	1
Il4	Itgb3	1
Ilf2	Acrv1	1
Ilf3	Acrv1	1
Ilf3	Ccne1	1
Ilf3	Il2	1
Ilk	Mmp9	1
Ing1	Dgcr8	1
Ing4	Trp53	1
Insm1	Gata2	1
Insm1	Lmx1b	1
Insm1	Pet1	1
Insm1	Tph2	1
Irf1	Ccl5	1
Irf1	Cdkn1a	1
Irf1	Cfb	1
Irf1	Ciita	1
Irf1	Ciita	1
Irf1	Cxcl10	1
Irf1	Cxcl11	1
Irf1	Foxp3	1
Irf1	Gbp2	1
Irf1	Hist2h4	1
Irf1	Ifnb1	1
Irf1	Ifng	1
Irf1	Il12a	1
Irf1	Il12b	1
Irf1	Il12b	1
Irf1	Il12b	1
Irf1	Il27	1
Irf1	Il27	1
Irf1	Il4	1
Irf1	Mapk14	1
Irf1	Myd88	1
Irf1	Nos2	1
Irf1	Nos2	1
Irf1	Pigr	1
Irf1	Sell	1
Irf1	Socs1	1
Irf1	Tap1	1
Irf1	Tap2	1
Irf1	Tnf	1
Irf1	Tnf	1
Irf1	Upp1	1
Irf2	Cxcl11	1
Irf2	Hist2h4	1
Irf2	Ifnb1	1
Irf3	Hist2h4	1
Irf3	Ifna	1
Irf3	Ifna	1
Irf3	Ifna	1
Irf3	Ifna1	1
Irf3	Ifna4	1
Irf3	Ifnb1	1
Irf3	Ifnb1	1
Irf3	Ifnb1	1
Irf3	Il12a	1
Irf3	Il12a	1
Irf3	Il23a	1
Irf3	Pura	1
Irf3	Pvr	1
Irf3	Socs2	1
Irf3	Usp18	1
Irf4	Cdkn2b	1
Irf4	Cxcl9	1
Irf4	Il10	1
Irf4	Il1b	1
Irf4	Il4	1
Irf4	Il9	1
Irf4	Nfatc2	1
Irf4	Prdm1	1
Irf4	Prdm1	1
Irf4	Runx3	1
Irf4	Spi1	1
Irf4	Zbtb20	1
Irf5	Ifi202b	1
Irf5	Prdm1	1
Irf6	Nectin4	1
Irf7	Hist2h4	1
Irf7	Ifna	1
Irf7	Ifna1	1
Irf7	Ifna4	1
Irf7	Ifnb1	1
Irf7	Ifnl3	1
Irf7	Nr1h4	1
Irf8	Abl1	1
Irf8	Bcr	1
Irf8	C1qb	1
Irf8	Cd8a	1
Irf8	Ccl5	1
Irf8	Cdkn2b	1
Irf8	Cflar	1
Irf8	Dab2	1
Irf8	Fancc	1
Irf8	Gas2	1
Irf8	Ifng	1
Irf8	Il12a	1
Irf8	Il12b	1
Irf8	Il12b	1
Irf8	Il1b	1
Irf8	Il27	1
Irf8	Il12	1
Irf8	Jak1	1
Irf8	Nf1	1
Irf8	Nos2	1
Irf8	Slc11a1	1
Irf8	Slc11a1	1
Irf8	Spi1	1
Irf8	Tlr11	1
Irf8	Tnf	1
Irf9	Ifnb1	1
Irf9	Irf7	1
Irf9	Mast1	1
Irf9	Ptf1a	1
Irx3	Gja1	1
Irx5	Kcnd2	1
Isl1	Arx	1
Isl1	Fgf10	1
Isl1	Fgf10	1
Isl1	Mef2c	1
Isl1	Msx1	1
Isl1	Pbx1	1
Isl1	Pou4f2	1
Isl1	Tbx5	1
Jarid2	Ccnd1	1
Jarid2	Notch1	1
Jazf1	Mef2c	1
Jazf1	Myf6	1
Jdp2	Atf3	1
Jdp2	Ccna2	1
Jdp2	Dctn2	1
Jdp2	Trp53	1
Jmjd1c	Cyp17a1	1
Jun	Aldh1a1	1
Jun	Aldh3a1	1
Jun	Angpt2	1
Jun	Aqp5	1
Jun	Asah1	1
Jun	B4galnt1	1
Jun	Bcl3	1
Jun	Bmp2	1
Jun	C1qtnf3	1
Jun	Cat	1
Jun	Ccl12	1
Jun	Ccl2	1
Jun	Ccl5	1
Jun	Ccnd1	1
Jun	Ccnd1	1
Jun	Ccnd1	1
Jun	Ccnd2	1
Jun	Ccnd3	1
Jun	Cd14	1
Jun	Cdkn2a	1
Jun	Cebpd	1
Jun	Col10a1	1
Jun	Col3a1	1
Jun	Crh	1
Jun	Csf1r	1
Jun	Csf2	1
Jun	Ctse	1
Jun	Ctsk	1
Jun	Cxcl1	1
Jun	Cxcl15	1
Jun	Cxcl2	1
Jun	Cyp11a1	1
Jun	Cyp19a1	1
Jun	Dcstamp	1
Jun	Defb2	1
Jun	Dmtf1	1
Jun	Eno2	1
Jun	Esr1	1
Jun	Fam89b	1
Jun	Fgf7	1
Jun	Fos	1
Jun	Fos	1
Jun	Fosl1	1
Jun	Gast	1
Jun	Gclc	1
Jun	Gfap	1
Jun	Slc2a1	1
Jun	Gnrh1	1
Jun	Gnrhr	1
Jun	Hmgcr	1
Jun	Hmox1	1
Jun	Icam1	1
Jun	Ifng	1
Jun	Ifne	1
Jun	Ifng	1
Jun	Ifng	1
Jun	Igk	1
Jun	Il11	1
Jun	Il11	1
Jun	Il12b	1
Jun	Il12b	1
Jun	Il1b	1
Jun	Il2	1
Jun	Il2	1
Jun	Il23a	1
Jun	Il24	1
Jun	Il27	1
Jun	Il3	1
Jun	Il4	1
Jun	Il6	1
Jun	Il6	1
Jun	Itga5	1
Jun	Ivl	1
Jun	Jdp2	1
Jun	Jun	1
Jun	Jun	1
Jun	Krt18	1
Jun	Lor	1
Jun	Maf	1
Jun	Mapk8	1
Jun	Met	1
Jun	Mir18b	1
Jun	Mir23a	1
Jun	Mmp12	1
Jun	Mmp13	1
Jun	Mmp19	1
Jun	Mmp2	1
Jun	Mmp3	1
Jun	Mmp7	1
Jun	Mmp9	1
Jun	Mmp9	1
Jun	Msr1	1
Jun	Myod1	1
Jun	Nacc1	1
Jun	Nck2	1
Jun	Nefl	1
Jun	Nfe2l2	1
Jun	Nfe2l2	1
Jun	Nfkb1	1
Jun	Nfkb1	1
Jun	Ngf	1
Jun	Nos2	1
Jun	Nos2	1
Jun	Nos2	1
Jun	Nr3c1	1
Jun	Nr3c1	1
Jun	Odc1	1
Jun	Pdk1	1
Jun	Pea15a	1
Jun	Penk	1
Jun	Phex	1
Jun	Plau	1
Jun	Plaur	1
Jun	Plin2	1
Jun	Ppp1r3b	1
Jun	Prdm1	1
Jun	Ptgs2	1
Jun	Ptgs2	1
Jun	Ptpn4	1
Jun	Nectin2	1
Jun	Rab18	1
Jun	Relb	1
Jun	Relb	1
Jun	Serpinb5	1
Jun	Serpine1	1
Jun	Spi1	1
Jun	Sftpb	1
Jun	Sftpb	1
Jun	Sirt1	1
Jun	Slc8a1	1
Jun	Smurf1	1
Jun	Socs3	1
Jun	Spp1	1
Jun	Spp1	1
Jun	Src	1
Jun	Srxn1	1
Jun	Star	1
Jun	Tbp	1
Jun	Tff2	1
Jun	Tgfb1	1
Jun	Tgm1	1
Jun	Timp1	1
Jun	Tnf	1
Jun	Tnfsf11	1
Jun	Tpr	1
Jun	Tpsab1	1
Jun	Tpsab1	1
Jun	Trp53	1
Jun	Trp53	1
Jun	Trp73	1
Jun	Twist1	1
Jun	Wee1	1
Jun	Slc39a14	1
Junb	Ccnd1	1
Junb	Ctsk	1
Junb	Foxp3	1
Junb	Il31	1
Junb	Il4	1
Junb	Mmp2	1
Junb	Myl9	1
Junb	Plau	1
Junb	Serpine1	1
Jund	Ccl5	1
Jund	Cyr61	1
Jund	Gcm2	1
Jund	Il11	1
Jund	Jun	1
Jund	Mmp2	1
Jund	Tcirg1	1
Kat2b	Gata4	1
Kat2b	Irs1	1
Kat2b	Mef2c	1
Kat2b	Myod1	1
Kat2b	Npr1	1
Kat5	Col2a1	1
Kat5	Nppa	1
Kat5	Pax6	1
Kat5	Sox9	1
Kat5	Tpt1	1
Kat5	Trp53	1
Kcnip3	Cacna1c	1
Kcnip3	Fos	1
Kcnip3	Grin1	1
Kcnip3	Hrk	1
Kcnip3	Ndor1	1
Kcnip3	Pdyn	1
Kcnip3	Slc8a3	1
Kcnip3	Tnfaip3	1
Kdm6b	Eomes	1
Keap1	Nfe2l2	1
Khdrbs1	Ece1	1
Klf1	Dnase2a	1
Klf1	Epb42	1
Klf1	Hbb	1
Klf1	Il12b	1
Klf1	Klf8	1
Klf10	Arntl	1
Klf10	Arntl	1
Klf10	Mycn	1
Klf10	Smad2	1
Klf11	Ins2	1
Klf12	Tfap2a	1
Klf13	Ccl5	1
Klf15	Acss1	1
Klf15	Clcnkb	1
Klf15	Mcm2	1
Klf15	Rbp3	1
Klf15	Rho	1
Klf16	Drd1	1
Klf16	Drd2	1
Klf16	Klf16	1
Klf2	Pparg	1
Klf2	Reln	1
Klf2	Sell	1
Klf2	Thbd	1
Klf3	Acta1	1
Klf3	Ckm	1
Klf3	Hbb-bh1	1
Klf3	Hbb-y	1
Klf3	Klf8	1
Klf3	Six4	1
Klf4	Agrp	1
Klf4	Bglap2	1
Klf4	Ccnd2	1
Klf4	Cdh1	1
Klf4	Cdkn2b	1
Klf4	Cebpb	1
Klf4	Dmp1	1
Klf4	Dmp1	1
Klf4	Dspp	1
Klf4	Cdkn2b	1
Klf4	Lefty1	1
Klf4	Muc5ac	1
Klf4	Nanog	1
Klf4	Nos2	1
Klf4	Ptgs2	1
Klf4	Rlim	1
Klf4	Serpine1	1
Klf4	Slurp1	1
Klf4	Snai2	1
Klf4	Sprr2a1	1
Klf4	Tsix	1
Klf5	Egr1	1
Klf5	Ltf	1
Klf5	Mcm2	1
Klf5	Nanog	1
Klf5	Nos2	1
Klf5	Pdgfa	1
Klf5	Pou5f1	1
Klf5	Runx2	1
Klf5	Serpine1	1
Klf5	Tcl1	1
Klf5	Vegfa	1
Klf6	Asah1	1
Klf6	Cdkn1a	1
Klf6	Pttg1	1
Klf6	Serpinh1	1
Klf7	Ntrk1	1
Klf7	Ntrk1	1
Klf8	Mmp14	1
Klf9	Txnrd2	1
Kpna2	Klf2	1
Kpna2	Klf4	1
Lbx1	Lmx1a	1
Lbx1	Pax3	1
Lbx1	Satb2	1
Ldb1	Arx	1
Ldb1	Bmp7	1
Ldb1	Epb42	1
Ldb1	Fgf10	1
Ldb1	Glp1r	1
Ldb1	Igf1	1
Ldb1	Lhx6	1
Ldb1	Mafa	1
Ldb1	Nlrp2	1
Ldb1	Runx1	1
Ldb1	Tcf3	1
Ldb2	Fgf10	1
Lef1	COX2	1
Lef1	Ccl7	1
Lef1	Cdh1	1
Lef1	Cdx4	1
Lef1	Col11a1	1
Lef1	Col2a1	1
Lef1	Ctnnb1	1
Lef1	Dkk1	1
Lef1	Dll1	1
Lef1	Dsg4	1
Lef1	Elane	1
Lef1	Fgf18	1
Lef1	Foxj1	1
Lef1	Hes7	1
Lef1	Il13	1
Lef1	Il4	1
Lef1	Il5	1
Lef1	Lrp5	1
Lef1	Mesp1	1
Lef1	Mmp13	1
Lef1	Mmp7	1
Lef1	Msx2	1
Lef1	Ncam1	1
Lef1	Neurog1	1
Lef1	Ovol1	1
Lef1	Pou1f1	1
Lef1	Pou5f1	1
Lef1	Ptgs2	1
Lef1	Rag2	1
Lef1	Runx2	1
Lef1	Tcf3	1
Lef1	Zbtb16	1
Lhx2	Cga	1
Lhx2	Olfr151	1
Lhx2	Rarres2	1
Lhx2	Rax	1
Lhx2	Rig1	1
Lhx2	Robo2	1
Lhx2	Tshb	1
Lhx3	Cga	1
Lhx3	Cga	1
Lhx9	Rig1	1
Lmo2	Epb42	1
Lmo2	Erg	1
Lmo2	Gypa	1
Lmo2	Runx1	1
Lmo4	Bmp7	1
Lmo4	Bmp7	1
Lmo7	Myf5	1
Lmo7	Myod1	1
Lmo7	Pax3	1
Lmx1b	Fgf8	1
Lmx1b	Nphs2	1
Lmx1b	Pax2	1
Lmx1b	Pet1	1
Lmx1b	Pet1	1
Lmx1b	Tph2	1
Lmx1b	Wnt1	1
Lyl1	Erg	1
Maf	Ccnd2	1
Maf	Cryaa	1
Maf	Cryab	1
Maf	Gcg	1
Maf	Il4	1
Maf	Maf	1
Maf	Pdx1	1
Maf	Trp53	1
Mafa	G6pc2	1
Mafa	Glp1r	1
Mafa	Ins2	1
Mafa	Nkx6-1	1
Mafa	Nrf1	1
Mafa	Pcsk1	1
Mafa	Pcx	1
Mafa	Pdx1	1
Mafa	Pdx1	1
Mafa	Slc2a2	1
Mafb	Cd5l	1
Mafb	Hoxa3	1
Mafb	Mmp12	1
Mafb	Nrf1	1
Mafb	Pth	1
Mafg	Nqo1	1
Mafg	Nrf1	1
Mafk	Hmox1	1
Mafk	Hmox1	1
Mafk	Nqo1	1
Mafk	Nrf1	1
Map3k7	Nfkb1	1
Mapk1	Egr1	1
Mapk14	Egr1	1
Max	Atxn3	1
Max	Bax	1
Max	Cad	1
Max	Ccnb1	1
Max	Cebpd	1
Max	Odc1	1
Max	Trp53	1
Maz	Clcnkb	1
Maz	Htr1a	1
Maz	Rag2	1
Maz	Sp4	1
Mbd1	Fgf2	1
Mbd1	Htr2c	1
Mbd2	Oprd1	1
Mbd3	Cdk2	1
Mcm3	Il4	1
Mcm6	Cd40	1
Mdm2	Trp53	1
Mdm4	Trp53	1
Mdm4	Trp53	1
Mecp2	Aff1	1
Mecp2	Ddc	1
Mecp2	Dlk1	1
Mecp2	Eya2	1
Mecp2	Fkbp5	1
Mecp2	Fxyd1	1
Mecp2	Igfbp3	1
Mecp2	Irak1	1
Mecp2	Mobp	1
Mecp2	Oprm1	1
Mecp2	Per1	1
Mecp2	Per2	1
Mecp2	Plagl1	1
Mecp2	Prodh	1
Mecp2	S100a9	1
Mecp2	Slc2a3	1
Med1	Crabp1	1
Med1	Fam89b	1
Med1	Pparg	1
Med1	Pparg	1
Med23	Cd52	1
Med23	Egr1	1
Med23	Egr2	1
Med6	Fabp4	1
Med8	Fabp4	1
Mef2a	Cox6a1	1
Mef2a	Dpf3	1
Mef2a	Mef2a	1
Mef2a	Mmp10	1
Mef2a	Mmp10	1
Mef2a	Nrf1	1
Mef2a	Ppargc1a	1
Mef2a	Slc2a4	1
Mef2c	Ampd1	1
Mef2c	Bglap	1
Mef2c	Bglap2	1
Mef2c	Calr	1
Mef2c	Capn2	1
Mef2c	Ckm	1
Mef2c	Des	1
Mef2c	Dlx5	1
Mef2c	Dlx6	1
Mef2c	Frzb	1
Mef2c	Hand2	1
Mef2c	Hdac4	1
Mef2c	Il10	1
Mef2c	Il1rn	1
Mef2c	Jun	1
Mef2c	Myh4	1
Mef2c	Myh1	1
Mef2c	Myog	1
Mef2c	Myom1	1
Mef2c	Myom2	1
Mef2c	Myom3	1
Mef2c	Myoz2	1
Mef2c	Rgr	1
Mef2c	Rho	1
Mef2c	Runx2	1
Mef2c	Sfrp2	1
Mef2c	Socs2	1
Mef2c	Sp7	1
Mef2d	Atm	1
Mef2d	Myh1	1
Meis1	Pf4	1
Meis1	Flt3	1
Meis1	Krt19	1
Meis1	Myog	1
Meis1	Pax6	1
Meis1	Ptch1	1
Meis1	Tgfbr2	1
Meis2	Cdh1	1
Meis2	Cdkn2b	1
Meis2	Egr2	1
Meis2	Krt19	1
Meis2	Pax6	1
Meis2	Tgfbr2	1
Meis2	Cdkn2b	1
Men1	Axin2	1
Men1	Ezh2	1
Men1	Gbx2	1
Men1	Gli1	1
Men1	Hoxa9	1
Men1	Hoxa9	1
Men1	Jund	1
Men1	Mafa	1
Men1	Suv39h1	1
Men1	Yap1	1
Meox1	Nkx3-2	1
Meox1	Pax3	1
Meox1	Tbx18	1
Meox1	Uncx	1
Meox2	Myf5	1
Mitf	Acp5	1
Mitf	Acp5	1
Mitf	Best1	1
Mitf	Cd40	1
Mitf	Cdkn1a	1
Mitf	Clcn7	1
Mitf	Ctsk	1
Mitf	Dcstamp	1
Mitf	Dct	1
Mitf	Dkk3	1
Mitf	Fgf15	1
Mitf	Fos	1
Mitf	Gpr143	1
Mitf	Irf4	1
Mitf	Itga4	1
Mitf	Met	1
Mitf	Ngfr	1
Mitf	Ostm1	1
Mitf	Pax4	1
Mitf	Pax6	1
Mitf	Pax6	1
Mitf	Pik3r1	1
Mitf	Pmel	1
Mitf	Sdc1	1
Mitf	Slc2a2	1
Mitf	Slc45a2	1
Mitf	Tbx2	1
Mitf	Trpm1	1
Mitf	Tyr	1
Mitf	Tyrp1	1
Mixl1	Gsc	1
Mixl1	Kdr	1
Mixl1	Pdgfra	1
Mixl1	Pdgfra	1
Mkl1	Edn1	1
Mkl1	Id3	1
Mkl1	Srf	1
Mkl1	Tagln	1
Mkx	Myod1	1
Mkx	Scx	1
Mkx	Tgfb2	1
Mllt3	Hoxd4	1
Mllt3	Scnn1a	1
Mlxipl	Acaca	1
Mlxipl	Acaca	1
Mlxipl	Acacb	1
Mlxipl	Acc	1
Mlxipl	Fas	1
Mlxipl	Fasn	1
Mlxipl	Gck	1
Mlxipl	Gpam	1
Mlxipl	Ins1	1
Mlxipl	Ins2	1
Mlxipl	Ins2	1
Mlxipl	Mafa	1
Mlxipl	Mstn	1
Mlxipl	Pdx1	1
Mlxipl	Pklr	1
Mlxipl	Scd1	1
Mlxipl	Txnip	1
Mmp9	Fos	1
Mmp9	Jun	1
Mnt	Ccnd2	1
Mnt	Cdk4	1
Msc	Gata4	1
Msc	Gjd3	1
Msx1	Atoh1	1
Msx1	Bmp4	1
Msx1	Bmp4	1
Msx1	Cga	1
Msx1	Ets1	1
Msx1	Fgf3	1
Msx1	Myocd	1
Msx1	Pax3	1
Msx1	Ptch1	1
Msx1	Shh	1
Msx1	Srf	1
Msx1	Stra8	1
Msx1	Tagln	1
Msx2	Alpl	1
Msx2	Atoh1	1
Msx2	Neurod6	1
Msx2	Bglap	1
Msx2	Bglap2	1
Msx2	Dkk1	1
Msx2	Dlx2	1
Msx2	Dlx5	1
Msx2	Dspp	1
Msx2	Enpp1	1
Msx2	Ets1	1
Msx2	Ihh	1
Msx2	Lss	1
Msx2	Mepe	1
Msx2	Myocd	1
Msx2	Pparg	1
Msx2	Runx2	1
Msx2	Sp7	1
Msx2	Srf	1
Msx2	Tagln	1
Mta1	Cdkn1a	1
Mta1	Cdkn1a	1
Mta1	Clock	1
Mta1	Pax5	1
Mta1	Pten	1
Mta1	Rnf144a	1
Mta1	Six3	1
Mta1	Timp2	1
Mta1	Rrm2b	1
Mta2	Fshr	1
Mtf1	Dnmt1	1
Mtf1	Ep300	1
Mtf1	Mt1	1
Mtf1	Mt1	1
Mtf1	Pgf	1
Mtf1	Selenow	1
Mtf1	Slc39a10	1
Mtf2	Cdkn2a	1
Mtf2	Shh	1
Mxd1	Bcl6	1
Mxi1	Ift20	1
Mxi1	Igfbp3	1
Mxi1	Myc	1
Myb	Anpep	1
Myb	Cdkn1a	1
Myb	Csf1r	1
Myb	Csf3r	1
Myb	Gstm2	1
Myb	H2afz	1
Myb	Igfbp5	1
Myb	Kit	1
Myb	Kit	1
Myb	Myc	1
Myb	Nol3	1
Myb	Ppm1a	1
Myb	Prtn3	1
Myb	Ptgs2	1
Myb	Rag2	1
Myb	Rara	1
Myb	Rfx2	1
Myb	Snai2	1
Mybbp1a	Per2	1
Mybl1	Rfx2	1
Mybl2	Adora2b	1
Mybl2	Adra2b	1
Mybl2	Ccna1	1
Mybl2	Col5a2	1
Mybl2	Eln	1
Mybl2	Erbb2	1
Mybl2	Igfbp5	1
Mybl2	Lin9	1
Mybl2	Mip	1
Mybl2	Pou5f1	1
Mybl2	Prrc2a	1
Mybl2	Rfx2	1
Mybl2	Sftpa1	1
Myc	Acp5	1
Myc	Bax	1
Myc	Bcat1	1
Myc	Bcl2	1
Myc	Cad	1
Myc	Cad	1
Myc	Car1	1
Myc	Cav1	1
Myc	Ccnb1	1
Myc	Ccnd2	1
Myc	Ccnd2	1
Myc	Cdca7	1
Myc	Cdh1	1
Myc	Cdk4	1
Myc	Cdkn1a	1
Myc	Cdkn2a	1
Myc	Cdkn2b	1
Myc	Cebpd	1
Myc	Dkk1	1
Myc	Eed	1
Myc	Eif4e	1
Myc	Ezh2	1
Myc	Fasl	1
Myc	Hdac2	1
Myc	Hnrnpa1	1
Myc	Hnrnpa2b1	1
Myc	Mir122	1
Myc	Mir18b	1
Myc	Mta1	1
Myc	Mxi1	1
Myc	Myc	1
Myc	Ndrg1	1
Myc	Nfia	1
Myc	Nop56	1
Myc	Nrgn	1
Myc	Odc1	1
Myc	Odc1	1
Myc	Pdgfrb	1
Myc	Ptma	1
Myc	Ptma	1
Myc	Rhoa	1
Myc	Slc11a1	1
Myc	Slc1a2	1
Myc	Slc1a2	1
Myc	Snai1	1
Myc	Suz12	1
Myc	Tert	1
Myc	Tert	1
Myc	Tfam	1
Myc	Timp3	1
Myc	Trp53	1
Myc	Trp53	1
Myc	Trrap	1
Myc	Wnt4	1
Myc	Zbtb17	1
Myc	Zfp36	1
Mycn	Acp5	1
Mycn	Hdac2	1
Mycn	Igfbp2	1
Mycn	Igfbp6	1
Mycn	Ndrg1	1
Mycn	Nrgn	1
Mycn	Otx2	1
Mycn	Ptdss1	1
Mycn	Smad4	1
Myef2	Myl2	1
Myf5	Ccnd3	1
Myf5	Cdkn1a	1
Myf5	Des	1
Myf5	Myf6	1
Myf5	Myh7b	1
Myf5	Myod1	1
Myf5	Myog	1
Myf5	Rb1	1
Myf5	Sp7	1
Myf5	Trp73	1
Myf6	Ampd1	1
Myf6	Ccnd3	1
Myf6	Cdkn1a	1
Myf6	Des	1
Myf6	Myog	1
Myf6	Rb1	1
Myf6	Reck	1
Myf6	Trp73	1
Myocd	Acta2	1
Myocd	Mylk	1
Myocd	Tagln	1
Myocd	Tgfb1i1	1
Myod1	Acacb	1
Myod1	Acta2	1
Myod1	Actc1	1
Myod1	Aldh1a1	1
Myod1	Ankrd2	1
Myod1	Arnt	1
Myod1	Atp6v1e1	1
Myod1	Atp9a	1
Myod1	Atxn3	1
Myod1	Barx2	1
Myod1	Bmp5	1
Myod1	Ccnd1	1
Myod1	Ccnd3	1
Myod1	Cdc6	1
Myod1	Cdh15	1
Myod1	Cdkn1a	1
Myod1	Cdkn1c	1
Myod1	Cdkn1c	1
Myod1	Cdo1	1
Myod1	Cdon	1
Myod1	Ckm	1
Myod1	Ckm	1
Myod1	Crebbp	1
Myod1	Dcx	1
Myod1	Des	1
Myod1	Fosl1	1
Myod1	Ifi204	1
Myod1	Igh	1
Myod1	Inpp5k	1
Myod1	Itga7	1
Myod1	Maf	1
Myod1	Myf6	1
Myod1	Myf5	1
Myod1	Myh7b	1
Myod1	Myl1	1
Myod1	Myl1	1
Myod1	Myl2	1
Myod1	Myl6	1
Myod1	Myog	1
Myod1	Myog	1
Myod1	Ppargc1a	1
Myod1	Rb1	1
Myod1	Rb1	1
Myod1	Reck	1
Myod1	Sdc1	1
Myod1	Selenow	1
Myod1	Sgca	1
Myod1	Sgca	1
Myod1	Sgcg	1
Myod1	Smad7	1
Myod1	Smarca4	1
Myod1	Smtnl1	1
Myod1	Snai2	1
Myod1	Sp7	1
Myod1	Trp73	1
Myod1	Zbtb18	1
Myog	Art1	1
Myog	Barx2	1
Myog	Ccnd3	1
Myog	Cdkn1a	1
Myog	Des	1
Myog	Itga7	1
Myog	Myef2	1
Myog	Myf6	1
Myog	Myh7b	1
Myog	Myl1	1
Myog	Myod1	1
Myog	Pax7	1
Myog	Rb1	1
Myog	Trp73	1
Mzf1	Sell	1
Mzf1	Sod3	1
Nab1	Egr1	1
Nab1	Egr2	1
Nab1	Ifngr1	1
Nab1	Lhb	1
Nab2	Egr2	1
Nab2	Id2	1
Nab2	Id4	1
Nab2	Tnfsf10	1
Nanog	Bglap2	1
Nanog	Bmi1	1
Nanog	Cdx2	1
Nanog	Dkk1	1
Nanog	Eras	1
Nanog	Esrrb	1
Nanog	Gata6	1
Nanog	Idh1	1
Nanog	Lin28a	1
Nanog	Mir290a	1
Nanog	Mir295	1
Nanog	Mir302a	1
Nanog	Nfkb1	1
Nanog	Nr0b1	1
Nanog	Snai1	1
Nanog	Tcf3	1
Nanog	Xist	1
Nanog	Zfp42	1
Nanog	Zfp57	1
Nanog	Zfp819	1
Ncoa1	Adipoq	1
Ncoa1	Ar	1
Ncoa1	Cdkn1a	1
Ncoa1	Esr1	1
Ncoa1	Gata4	1
Ncoa1	Itga5	1
Ncoa1	Mef2c	1
Ncoa1	Mef2c	1
Ncoa1	Nfkbia	1
Ncoa1	Psat1	1
Ncoa1	Twist1	1
Ncoa1	Usp17le	1
Ncoa2	Adipoq	1
Ncoa2	Ar	1
Ncoa2	Ar	1
Ncoa2	Esrra	1
Ncoa2	G6pc	1
Ncoa2	Nfkbia	1
Ncoa3	Clock	1
Ncoa3	Igfbp3	1
Ncoa3	Klf4	1
Ncoa3	Nanog	1
Ncoa3	Nfkbia	1
Ncoa3	Npas2	1
Ncoa3	Nr0b1	1
Ncoa3	Pparg	1
Ncoa3	Tbx3	1
Ncoa4	Ar	1
Ncoa5	Myc	1
Ncoa6	Fos	1
Ncoa6	Socs1	1
Ncor1	Hdac3	1
Ncor1	Hes1	1
Ncor1	Mybl2	1
Ncor1	Nfkbia	1
Ncor1	Tshb	1
Ncor2	Hes1	1
Ncor2	Klkb1	1
Ncor2	Mybl2	1
Ncor2	Nfkbia	1
Ncor2	Sirt1	1
Ndn	Cdk1	1
Ndn	Cdkn2a	1
Ndn	Dlx2	1
Ndn	Myc	1
Neurod1	Atoh1	1
Neurod1	G6pc2	1
Neurod1	Ins2	1
Neurod1	Insm2	1
Neurod1	Mgat5b	1
Neurod1	Nnat	1
Neurod1	Pax6	1
Neurod1	Pdx1	1
Neurod1	Rnd2	1
Neurod1	Sct	1
Neurod1	St18	1
Neurod6	Plppr4	1
Neurod6	Ybx1	1
Neurog1	Atoh1	1
Neurog1	Dll3	1
Neurog2	Dll3	1
Neurog2	Eomes	1
Neurog2	Epha5	1
Neurog2	Neurod1	1
Neurog2	Rnd2	1
Neurog2	Sema3c	1
Neurog3	Atoh8	1
Neurog3	Vsx2	1
Neurog3	Insm1	1
Neurog3	Insm2	1
Neurog3	Neurod1	1
Neurog3	Pax4	1
Nf1	Adam8	1
Nf1	Fam89b	1
Nf1	Mt1	1
Nfat5	Akr1b3	1
Nfat5	Bax	1
Nfat5	Bcl2	1
Nfat5	Vegfc	1
Nfatc1	Aqp2	1
Nfatc1	B3gat1	1
Nfatc1	Bmp7	1
Nfatc1	Cx3cr1	1
Nfatc1	Csf2	1
Nfatc1	Dcstamp	1
Nfatc1	Foxp3	1
Nfatc1	Foxp3	1
Nfatc1	Il12b	1
Nfatc1	Il2	1
Nfatc1	Il2ra	1
Nfatc1	Il4	1
Nfatc1	Itgb3	1
Nfatc1	Oscar	1
Nfatc1	Pag1	1
Nfatc2	Acp5	1
Nfatc2	Bace1	1
Nfatc2	Bcl2a1a	1
Nfatc2	Cx3cr1	1
Nfatc2	Ccna2	1
Nfatc2	Ccr9	1
Nfatc2	Csf2	1
Nfatc2	Egr3	1
Nfatc2	Icos	1
Nfatc2	Ifng	1
Nfatc2	Ifng	1
Nfatc2	Il10	1
Nfatc2	Il12b	1
Nfatc2	Il13	1
Nfatc2	Il2	1
Nfatc2	Il21	1
Nfatc2	Il2ra	1
Nfatc2	Il31	1
Nfatc2	Il4	1
Nfatc2	Il4	1
Nfatc2	Il9	1
Nfatc2	Nfatc1	1
Nfatc2	Tnf	1
Nfatc2ip	Il2	1
Nfatc3	B3gat1	1
Nfatc3	Il2	1
Nfatc3	Mir23a	1
Nfatc4	B3gat1	1
Nfatc4	Myoz1	1
Nfatc4	Myoz2	1
Nfatc4	Ptgs2	1
Nfe2	Abcc6	1
Nfe2	Epb42	1
Nfe2	Gcm2	1
Nfe2	Hbb	1
Nfe2	Hbb	1
Nfe2	Hbb-b1	1
Nfe2	Hbb-bs	1
